gesture,lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z
NEUTRAL,0.0,0.0,0.0,-0.016845226287841797,-0.09110468626022339,0.011067075044934427,-0.04782313108444214,-0.16880589723587036,0.00935729625177828,-0.0823931097984314,-0.221151202917099,0.00519842872870413,-0.11356258392333984,-0.2344479262828827,0.0008671708359315744,-0.08877116441726685,-0.1930825114250183,-0.014881946756418074,-0.16937458515167236,-0.18383833765983582,-0.02636576877432617,-0.15075945854187012,-0.15746229887008667,-0.029910356416280592,-0.12433004379272461,-0.15327078104019165,-0.030180253698404158,-0.10142844915390015,-0.1392785906791687,-0.02628533789413723,-0.17611414194107056,-0.1293421983718872,-0.031386308981950606,-0.15800976753234863,-0.10651212930679321,-0.02522474774616512,-0.13191163539886475,-0.10438573360443115,-0.02237218306856903,-0.11346274614334106,-0.0800279974937439,-0.0358852377672747,-0.17520755529403687,-0.07661855220794678,-0.03918564380603584,-0.15701740980148315,-0.05781489610671997,-0.024892271174962843,-0.1320575475692749,-0.05439513921737671,-0.016786939143116797,-0.12356233596801758,-0.019060075283050537,-0.044408355518157805,-0.1716267466545105,-0.028640806674957275,-0.04531244249540123,-0.1522517204284668,-0.013548433780670166,-0.0312383367260054,-0.12851184606552124,-0.006122231483459473,-0.020102536915715064
NEUTRAL,0.0,0.0,0.0,-0.0172613263130188,-0.08918517827987671,0.007577728610073109,-0.049660563468933105,-0.16980165243148804,0.004423144403432389,-0.08380448818206787,-0.22397631406784058,-0.00035314918304152343,-0.11397260427474976,-0.2384401559829712,-0.005165580064470987,-0.09040933847427368,-0.19308161735534668,-0.018831047565157633,-0.16944199800491333,-0.18178892135620117,-0.029874171466047983,-0.1516033411026001,-0.15417098999023438,-0.03234491251450322,-0.12567871809005737,-0.15055173635482788,-0.031973631456907015,-0.10269016027450562,-0.13752615451812744,-0.02870288245421193,-0.17515301704406738,-0.12739109992980957,-0.03395147003274701,-0.15833932161331177,-0.10316640138626099,-0.02757826574188016,-0.1328001618385315,-0.10047441720962524,-0.024913019836361627,-0.11524027585983276,-0.07662028074264526,-0.03683606661897443,-0.1749308705329895,-0.07433879375457764,-0.041288440451438646,-0.15680807828903198,-0.0533331036567688,-0.026931378394777994,-0.13130265474319458,-0.048341989517211914,-0.01883444502990983,-0.12668150663375854,-0.014285624027252197,-0.044060119763429384,-0.172960102558136,-0.0277177095413208,-0.04644516982179425,-0.15348660945892334,-0.009196102619171143,-0.03247981645208142,-0.12954306602478027,-0.00030601024627685547,-0.021359618157561044
NEUTRAL,0.0,0.0,0.0,-0.018327832221984863,-0.08359259366989136,0.007324801097894351,-0.05071598291397095,-0.16247251629829407,0.0035654243932015106,-0.08408039808273315,-0.21736544370651245,-0.0021864904171877697,-0.11127102375030518,-0.23851123452186584,-0.007813659690981467,-0.0899742841720581,-0.1974915862083435,-0.017206373818879683,-0.16959428787231445,-0.18140196800231934,-0.030114923798208793,-0.1505846381187439,-0.15249323844909668,-0.03426045105672415,-0.12542665004730225,-0.15019840002059937,-0.0350983545265251,-0.10160320997238159,-0.14509838819503784,-0.027724257864718993,-0.17473119497299194,-0.12570643424987793,-0.034784469016557296,-0.1564626693725586,-0.10172611474990845,-0.029201566436057647,-0.1314195990562439,-0.10070222616195679,-0.026769244306450446,-0.1137990951538086,-0.0859450101852417,-0.03698685319042738,-0.1749843955039978,-0.07363975048065186,-0.04314920977569159,-0.155581533908844,-0.05235868692398071,-0.0293088529340082,-0.13024640083312988,-0.04879105091094971,-0.021139477573996146,-0.12507182359695435,-0.02395838499069214,-0.04548589066482123,-0.1725274920463562,-0.028111517429351807,-0.04930608645892676,-0.15183109045028687,-0.00937575101852417,-0.036498661347394545,-0.12800568342208862,-0.0025151968002319336,-0.025814793267016967
NEUTRAL,0.0,0.0,0.0,-0.01796358823776245,-0.08847391605377197,0.012183969356499347,-0.05022859573364258,-0.1672661304473877,0.010792508237443599,-0.08338069915771484,-0.2224346399307251,0.006682404764376315,-0.11292910575866699,-0.23826706409454346,0.0022592753920775976,-0.08500468730926514,-0.19894683361053467,-0.014574397839226094,-0.16540753841400146,-0.18540683388710022,-0.027343148849524823,-0.14611393213272095,-0.15809154510498047,-0.0317107294868606,-0.1194339394569397,-0.1536322832107544,-0.03245791096202311,-0.0965152382850647,-0.14691880345344543,-0.02701104480735239,-0.1722530722618103,-0.12967729568481445,-0.03341162998191294,-0.15331178903579712,-0.10670244693756104,-0.027443735412873593,-0.12731719017028809,-0.10525339841842651,-0.024893835670866338,-0.10830551385879517,-0.08930790424346924,-0.03777707416526255,-0.17237263917922974,-0.07755833864212036,-0.04222823355308947,-0.15357375144958496,-0.057185590267181396,-0.027638823277868596,-0.128889262676239,-0.05499547719955444,-0.019443963206924764,-0.11925649642944336,-0.029583454132080078,-0.04742978189102587,-0.1699296236038208,-0.03063488006591797,-0.048503984249748555,-0.1498417854309082,-0.012458443641662598,-0.03432317499033388,-0.12669235467910767,-0.006753265857696533,-0.02338107909969267
NEUTRAL,0.0,0.0,0.0,-0.0171089768409729,-0.08586788177490234,0.0088659649008207,-0.05007195472717285,-0.16708803176879883,0.006089733749746529,-0.08323663473129272,-0.22339603304862976,0.001728659448332337,-0.10670781135559082,-0.24129727482795715,-0.0024357144030489053,-0.08023464679718018,-0.2004629373550415,-0.02000955834600404,-0.16070020198822021,-0.18553227186203003,-0.03194401941809133,-0.14220017194747925,-0.15812942385673523,-0.03368669904384092,-0.11865097284317017,-0.15600189566612244,-0.03295012347015813,-0.0905044674873352,-0.14884164929389954,-0.030764653976888212,-0.16745764017105103,-0.13110631704330444,-0.03807621605309919,-0.14976292848587036,-0.1087905764579773,-0.030566893216104063,-0.12538772821426392,-0.10691887140274048,-0.0267719697913833,-0.10290759801864624,-0.09194588661193848,-0.03982063166412786,-0.16768735647201538,-0.07925504446029663,-0.04526189125689939,-0.14960592985153198,-0.060120344161987305,-0.03054147183510736,-0.12526220083236694,-0.056776463985443115,-0.02200207084032968,-0.11571311950683594,-0.03313487768173218,-0.047945635091394934,-0.16539448499679565,-0.03301858901977539,-0.050432910840839895,-0.14636081457138062,-0.01589679718017578,-0.03772542781743482,-0.12371194362640381,-0.01081228256225586,-0.027699839021892103
NEUTRAL,0.0,0.0,0.0,-0.015642642974853516,-0.08556783199310303,0.009514306937745687,-0.04875075817108154,-0.16594472527503967,0.006827671812317249,-0.08212870359420776,-0.22089052200317383,0.00277118597685444,-0.10710179805755615,-0.23413026332855225,-0.001375013230898503,-0.07732832431793213,-0.19644927978515625,-0.02217460583389652,-0.15749788284301758,-0.18174609541893005,-0.03511534604669464,-0.13960492610931396,-0.15624985098838806,-0.03755462888122452,-0.11612284183502197,-0.15411239862442017,-0.037035979064711455,-0.08751654624938965,-0.14366662502288818,-0.03314816925168884,-0.16393709182739258,-0.12748479843139648,-0.04061131525278938,-0.14625132083892822,-0.1068946123123169,-0.03302953365684402,-0.12201964855194092,-0.10490328073501587,-0.029385583209403876,-0.09976756572723389,-0.08680403232574463,-0.0422616486573304,-0.16360574960708618,-0.07504862546920776,-0.04761277857662094,-0.145912766456604,-0.057403624057769775,-0.0331809741580571,-0.12205851078033447,-0.05440366268157959,-0.02505885783077133,-0.11263841390609741,-0.02911156415939331,-0.050327937784203414,-0.1621091365814209,-0.02940535545349121,-0.05291257399559868,-0.1431635022163391,-0.012867867946624756,-0.04053923833609474,-0.12116020917892456,-0.008109331130981445,-0.030942173408874396
NEUTRAL,0.0,0.0,0.0,-0.016425609588623047,-0.08389121294021606,0.010021455611564534,-0.04900169372558594,-0.16170728206634521,0.0075848261150497365,-0.08062857389450073,-0.21568191051483154,0.003577792111315148,-0.10391217470169067,-0.24032950401306152,-0.00035070651560431543,-0.07483994960784912,-0.19850635528564453,-0.019945239622614963,-0.15523678064346313,-0.18483108282089233,-0.032799577314875705,-0.13866442441940308,-0.1578865647315979,-0.03501013477566062,-0.11563849449157715,-0.15544083714485168,-0.03436141272308646,-0.08431965112686157,-0.14722204208374023,-0.031255608398936374,-0.16248178482055664,-0.13094770908355713,-0.0392634961498004,-0.1458197832107544,-0.1084548830986023,-0.03189105724217711,-0.12171775102615356,-0.10643702745437622,-0.028117550511382206,-0.09660542011260986,-0.09122633934020996,-0.040867915351412876,-0.16253525018692017,-0.07845687866210938,-0.04715707336785613,-0.1449400782585144,-0.05870318412780762,-0.0325072575104457,-0.12107956409454346,-0.055850446224212646,-0.023879118238113506,-0.10944169759750366,-0.03362703323364258,-0.049347707976124866,-0.16089457273483276,-0.0329514741897583,-0.053165504683278186,-0.14159011840820312,-0.015240311622619629,-0.040992604542992694,-0.11929315328598022,-0.011032938957214355,-0.03117651862325488
NEUTRAL,0.0,0.0,0.0,-0.014868497848510742,-0.0818822979927063,0.009322431241116647,-0.04691499471664429,-0.1595628261566162,0.006477702246002082,-0.07908737659454346,-0.21347567439079285,0.0020067324628598726,-0.1004629135131836,-0.24059271812438965,-0.0024060473544977867,-0.07068955898284912,-0.19739577174186707,-0.02008626859174001,-0.1518593430519104,-0.18419790267944336,-0.03413791458592641,-0.13593775033950806,-0.15608343482017517,-0.03739956270442235,-0.11256986856460571,-0.15287432074546814,-0.03746972854719388,-0.08077001571655273,-0.14751869440078735,-0.031361601012804385,-0.16032230854034424,-0.13021409511566162,-0.04057625557766187,-0.14372998476028442,-0.10732293128967285,-0.03357348467693555,-0.11941492557525635,-0.10547524690628052,-0.030030012759425517,-0.09345948696136475,-0.09222215414047241,-0.04117907832846868,-0.16202157735824585,-0.07903063297271729,-0.04855161409363973,-0.14427220821380615,-0.058565616607666016,-0.03380350272641408,-0.12000995874404907,-0.05528336763381958,-0.02503628719136941,-0.10683685541152954,-0.03523534536361694,-0.049995205062487,-0.1597033143043518,-0.03184396028518677,-0.05497493471489179,-0.1407187581062317,-0.014283359050750732,-0.04359605784998166,-0.11855798959732056,-0.010616004467010498,-0.0343263770221256
NEUTRAL,0.0,0.0,0.0,-0.014199316501617432,-0.08153808116912842,0.009249062196829527,-0.04638165235519409,-0.15910640358924866,0.0071807204871561225,-0.07777047157287598,-0.21311494708061218,0.003701735673018902,-0.10177242755889893,-0.23874157667160034,0.00042171873013785444,-0.0694233775138855,-0.1973932683467865,-0.019776607944152147,-0.1514040231704712,-0.1849869191646576,-0.03419479456402996,-0.13574081659317017,-0.1567443311214447,-0.03779858824469784,-0.11265403032302856,-0.15346688032150269,-0.03791079771377781,-0.08005720376968384,-0.14740344882011414,-0.03073563341655472,-0.16071808338165283,-0.13104522228240967,-0.04045535725214222,-0.14362061023712158,-0.10782212018966675,-0.03363753211357334,-0.11892420053482056,-0.10623139142990112,-0.029943474648973734,-0.09341686964035034,-0.09244054555892944,-0.04030846160509327,-0.162306010723114,-0.07961004972457886,-0.048110657452127725,-0.14407598972320557,-0.05870085954666138,-0.0335780466780875,-0.11972963809967041,-0.05564713478088379,-0.024719200177571565,-0.10730808973312378,-0.03615158796310425,-0.04887142878629902,-0.15973377227783203,-0.03336888551712036,-0.054199543862125665,-0.1404368281364441,-0.0152512788772583,-0.04301847991206387,-0.1182754635810852,-0.011766374111175537,-0.03368999537684658
NEUTRAL,0.0,0.0,0.0,-0.013275563716888428,-0.08152139186859131,0.009339549167805217,-0.04400801658630371,-0.15885931253433228,0.007049157804601691,-0.07461339235305786,-0.21360015869140625,0.0034561048343562106,-0.09668171405792236,-0.2407515048980713,5.258618347170341e-05,-0.06624406576156616,-0.19799047708511353,-0.02042142901683519,-0.14725261926651,-0.18789857625961304,-0.03355445567632387,-0.13235735893249512,-0.15993613004684448,-0.03562323603892992,-0.10961568355560303,-0.15591713786125183,-0.03489459160829256,-0.07685345411300659,-0.14865317940711975,-0.031167800017840364,-0.15689921379089355,-0.13434451818466187,-0.04026602063441942,-0.14045977592468262,-0.1109919548034668,-0.03295219916964243,-0.11608844995498657,-0.10841876268386841,-0.029044451602942445,-0.09029591083526611,-0.09415096044540405,-0.04029740620518396,-0.15903228521347046,-0.0828331708908081,-0.04769840691352556,-0.1411634087562561,-0.061985790729522705,-0.03318371106053064,-0.1169390082359314,-0.058255672454833984,-0.024482366108543374,-0.10435664653778076,-0.0379793643951416,-0.04830997664595316,-0.15675151348114014,-0.035870373249053955,-0.05374609533811281,-0.137459397315979,-0.018162906169891357,-0.04291669134164522,-0.11516028642654419,-0.014810800552368164,-0.033933269270903565
NEUTRAL,0.0,0.0,0.0,-0.013162970542907715,-0.08045530319213867,0.008396931140111974,-0.044167160987854004,-0.15810006856918335,0.005702942757295659,-0.0746985673904419,-0.21299785375595093,0.0019217757819092185,-0.09828579425811768,-0.24078160524368286,-0.001619615677384445,-0.06625926494598389,-0.19713479280471802,-0.02246606521458716,-0.14744055271148682,-0.1877811849117279,-0.03576471455545516,-0.13455069065093994,-0.15875717997550964,-0.03713833712191672,-0.11258548498153687,-0.15327739715576172,-0.035915659593058535,-0.07567471265792847,-0.14788919687271118,-0.03331156246514411,-0.1570151448249817,-0.13398480415344238,-0.04315700553507895,-0.14103740453720093,-0.10954654216766357,-0.0356841998562345,-0.11640137434005737,-0.10606503486633301,-0.031573543177557895,-0.08810293674468994,-0.09323960542678833,-0.04256941922159285,-0.15947920083999634,-0.08227980136871338,-0.05137819595785231,-0.1411457061767578,-0.060621023178100586,-0.036900540666295,-0.11632752418518066,-0.056648433208465576,-0.02798224225790591,-0.10141921043395996,-0.036572039127349854,-0.050668971465540835,-0.15653765201568604,-0.03511613607406616,-0.05773722179384322,-0.13690173625946045,-0.016981065273284912,-0.04729861565084548,-0.11400902271270752,-0.01361912488937378,-0.038403084354115435
NEUTRAL,0.0,0.0,0.0,-0.012896299362182617,-0.08058089017868042,0.007760308048432307,-0.043286144733428955,-0.15954244136810303,0.004431910644029813,-0.07397156953811646,-0.2154996693134308,8.52301221812013e-05,-0.0982130765914917,-0.23922330141067505,-0.0039147866715438795,-0.06701880693435669,-0.19842198491096497,-0.02302013075097875,-0.1481671929359436,-0.18857789039611816,-0.03638631774231271,-0.1354142427444458,-0.15901917219161987,-0.0373643591825612,-0.11384445428848267,-0.1536773443222046,-0.03585701732083635,-0.07673227787017822,-0.15021565556526184,-0.033707815391267104,-0.15801221132278442,-0.13432049751281738,-0.04356519056602792,-0.14210689067840576,-0.10882019996643066,-0.03582676796361284,-0.11799460649490356,-0.1056528091430664,-0.03154332487031297,-0.08948475122451782,-0.09623509645462036,-0.042898717505181594,-0.16041505336761475,-0.0818406343460083,-0.05109555197998361,-0.14239871501922607,-0.059993624687194824,-0.036625246686185164,-0.11820948123931885,-0.057121872901916504,-0.027975765225733085,-0.10303837060928345,-0.03996086120605469,-0.051087788475001616,-0.15767419338226318,-0.034661173820495605,-0.05696841625615434,-0.13866978883743286,-0.016804277896881104,-0.04660395456596689,-0.11658340692520142,-0.015074968338012695,-0.03810863120600061
NEUTRAL,0.0,0.0,0.0,-0.01325911283493042,-0.08152276277542114,0.009353992237095099,-0.04395407438278198,-0.16032055020332336,0.006356628319565516,-0.0738217830657959,-0.21693044900894165,0.002202701462749701,-0.09611117839813232,-0.24118643999099731,-0.0017295429144610353,-0.06463390588760376,-0.20013758540153503,-0.023578054563756723,-0.14631390571594238,-0.19060677289962769,-0.036488074170108575,-0.13326400518417358,-0.1604604423046112,-0.03742310340857102,-0.11182647943496704,-0.15562963485717773,-0.03607791970824792,-0.0743107795715332,-0.15129008889198303,-0.03492420475339486,-0.1564355492591858,-0.13629305362701416,-0.04402038391089036,-0.1406591534614563,-0.11035418510437012,-0.03555972065186097,-0.11648708581924438,-0.1072303056716919,-0.03104927140628888,-0.08741337060928345,-0.09709912538528442,-0.04448928992604806,-0.15879744291305542,-0.08527350425720215,-0.05170426826333596,-0.1413576602935791,-0.06293803453445435,-0.03649247001266076,-0.11711132526397705,-0.059297263622283936,-0.027599267022367258,-0.10134690999984741,-0.04099816083908081,-0.052934023843761224,-0.1564236283302307,-0.03861814737319946,-0.05805211822843148,-0.13764387369155884,-0.020296454429626465,-0.04695146839475228,-0.11542153358459473,-0.017082035541534424,-0.038073632226939935
NEUTRAL,0.0,0.0,0.0,-0.011249005794525146,-0.08281296491622925,0.007714796498589749,-0.0415613055229187,-0.16600394248962402,0.004652236741208071,-0.07223200798034668,-0.22399073839187622,0.0008202402751749105,-0.09894108772277832,-0.2367047667503357,-0.00264959091862238,-0.06297117471694946,-0.19689977169036865,-0.02461779754219151,-0.14576834440231323,-0.18879085779190063,-0.038200146365738874,-0.13119125366210938,-0.15907981991767883,-0.03960215564427472,-0.10937166213989258,-0.15506568551063538,-0.038433118570424085,-0.07317191362380981,-0.14809072017669678,-0.03508182134089566,-0.1553366780281067,-0.13462203741073608,-0.044519658047533994,-0.13827991485595703,-0.1094660758972168,-0.036255447972393995,-0.11448532342910767,-0.10581743717193604,-0.03180159147439099,-0.08676445484161377,-0.09468227624893188,-0.043956703353501325,-0.15751314163208008,-0.08284026384353638,-0.051079458404160505,-0.13959264755249023,-0.06089377403259277,-0.0361839857285986,-0.11568158864974976,-0.05744767189025879,-0.02752561200020409,-0.10168731212615967,-0.03971642255783081,-0.05194784592447377,-0.15559124946594238,-0.035969316959381104,-0.056398576903916364,-0.1367405652999878,-0.018056154251098633,-0.04546828087029553,-0.1145818829536438,-0.015497803688049316,-0.036936401236630445
NEUTRAL,0.0,0.0,0.0,-0.010089516639709473,-0.08415353298187256,0.007662928603622277,-0.04033595323562622,-0.1670144498348236,0.004709923580321629,-0.0717814564704895,-0.22503775358200073,0.0013861817410543154,-0.09932571649551392,-0.24008065462112427,-0.0013467459370986035,-0.06196624040603638,-0.19725081324577332,-0.02626819635179345,-0.14599305391311646,-0.19195428490638733,-0.03908603178706471,-0.13113313913345337,-0.16261327266693115,-0.03958732175078694,-0.10925889015197754,-0.15816807746887207,-0.037769167743590515,-0.07398539781570435,-0.14756804704666138,-0.03626224683966939,-0.15606164932250977,-0.13808375597000122,-0.0446194327100784,-0.13896358013153076,-0.11308020353317261,-0.035493499658969085,-0.11526691913604736,-0.10898399353027344,-0.030611976109412353,-0.08911365270614624,-0.09438180923461914,-0.044458135090735595,-0.1589958667755127,-0.08627599477767944,-0.050318094961312454,-0.14135777950286865,-0.06427770853042603,-0.034499499075081985,-0.11786866188049316,-0.06010627746582031,-0.02547899918999974,-0.10490983724594116,-0.0398634672164917,-0.051766003541615646,-0.1576995849609375,-0.0396079421043396,-0.055214542023804825,-0.13919079303741455,-0.021312713623046875,-0.043381034456160705,-0.11757028102874756,-0.01767045259475708,-0.034269816301730316
NEUTRAL,0.0,0.0,0.0,-0.011242449283599854,-0.08539426326751709,0.009210790319286843,-0.04265111684799194,-0.16731703281402588,0.007668167164467832,-0.07437163591384888,-0.22465366125106812,0.005413540916435977,-0.10265564918518066,-0.2414526343345642,0.0037866733483156167,-0.06651204824447632,-0.19724074006080627,-0.022977899948216418,-0.14836066961288452,-0.19189056754112244,-0.03455900047168825,-0.13392972946166992,-0.16311907768249512,-0.03462627921447847,-0.1123623251914978,-0.15893465280532837,-0.03260520491943453,-0.0786588191986084,-0.147333025932312,-0.03346962500557993,-0.15848934650421143,-0.13791871070861816,-0.04088532198414896,-0.14160162210464478,-0.11313515901565552,-0.03197877127871607,-0.11805278062820435,-0.10906493663787842,-0.027205223405815104,-0.09342235326766968,-0.09373646974563599,-0.04208181072220896,-0.16173624992370605,-0.08611518144607544,-0.04741268623814676,-0.14404302835464478,-0.06437420845031738,-0.031984150597907046,-0.12042820453643799,-0.060227155685424805,-0.02313576098725889,-0.1083078384399414,-0.038656532764434814,-0.04966833461270426,-0.16058552265167236,-0.03932374715805054,-0.0528127515707979,-0.14208871126174927,-0.02148604393005371,-0.04098164681539629,-0.11995178461074829,-0.01743185520172119,-0.03174355644927118
NEUTRAL,0.0,0.0,0.0,-0.010462641716003418,-0.08437597751617432,0.009379544748583157,-0.04242432117462158,-0.1654244065284729,0.007406600738534053,-0.07476574182510376,-0.22190135717391968,0.0042968368964579895,-0.10221678018569946,-0.24209469556808472,0.001673530309119542,-0.06495290994644165,-0.19744360446929932,-0.022135425837120692,-0.14828771352767944,-0.19244521856307983,-0.03513589735456435,-0.13416153192520142,-0.16397786140441895,-0.03646762158103911,-0.11274516582489014,-0.1599431037902832,-0.03510898958273856,-0.0768359899520874,-0.1480640470981598,-0.032891294465741794,-0.15745562314987183,-0.13840892910957336,-0.04167366261907546,-0.14098459482192993,-0.114094078540802,-0.03350915621348349,-0.117678701877594,-0.1107223629951477,-0.028982054920277278,-0.09178173542022705,-0.09456908702850342,-0.04195761169620482,-0.15980923175811768,-0.08611243963241577,-0.04855592037864653,-0.14219754934310913,-0.0644410252571106,-0.03338555108138053,-0.1186826229095459,-0.06085747480392456,-0.024355011538943927,-0.107357919216156,-0.03944671154022217,-0.049964229123077075,-0.16020411252975464,-0.04036980867385864,-0.054069692747077625,-0.1412603259086609,-0.021984457969665527,-0.04244141887255637,-0.11859029531478882,-0.018052995204925537,-0.0331145883662316
NEUTRAL,0.0,0.0,0.0,-0.011236429214477539,-0.08328735828399658,0.009009133180427398,-0.04259967803955078,-0.16446954011917114,0.006647825794118489,-0.07428514957427979,-0.22110417485237122,0.0034718851966886177,-0.10121399164199829,-0.2380901575088501,0.000689860113254781,-0.06549394130706787,-0.19676217436790466,-0.02394559318776146,-0.14775395393371582,-0.1899300217628479,-0.03589418801124111,-0.1345110535621643,-0.16105136275291443,-0.036143987352204476,-0.11345243453979492,-0.15666517615318298,-0.034303198481154595,-0.07672291994094849,-0.1474917232990265,-0.03453747453744427,-0.1572389006614685,-0.13521233201026917,-0.042550696904015695,-0.1412329077720642,-0.11061471700668335,-0.03379104184563175,-0.11766153573989868,-0.10701632499694824,-0.029150572518062745,-0.09090852737426758,-0.09411650896072388,-0.04326597499306217,-0.15922927856445312,-0.08276855945587158,-0.0488455322628738,-0.14207714796066284,-0.06130343675613403,-0.033821309829306756,-0.11865001916885376,-0.0581514835357666,-0.025409451598477517,-0.10562855005264282,-0.03939962387084961,-0.0509950880950214,-0.1580258011817932,-0.0368766188621521,-0.054564765567135964,-0.13961350917816162,-0.018610715866088867,-0.04342316361720577,-0.11753249168395996,-0.015553832054138184,-0.03482268276269451
NEUTRAL,0.0,0.0,0.0,-0.010565519332885742,-0.0821458101272583,0.00855109008179511,-0.041862666606903076,-0.16398656368255615,0.006103525926931752,-0.07316470146179199,-0.2214316725730896,0.0026433303129067554,-0.09950488805770874,-0.24107670783996582,-0.00030582002446521983,-0.06461310386657715,-0.19840705394744873,-0.02261859638466035,-0.14764684438705444,-0.19215965270996094,-0.03577446466161405,-0.13410770893096924,-0.16207915544509888,-0.036960783357159244,-0.11274629831314087,-0.1577284038066864,-0.0355614339358965,-0.07641351222991943,-0.14996013045310974,-0.03319363197161351,-0.15715056657791138,-0.13799476623535156,-0.04233614628984128,-0.14078229665756226,-0.11187058687210083,-0.034077233577505694,-0.11732602119445801,-0.10851377248764038,-0.0293874395437399,-0.09126514196395874,-0.09681755304336548,-0.04220884566976224,-0.15949177742004395,-0.08572041988372803,-0.048916916305557834,-0.1420072317123413,-0.06272661685943604,-0.033680333698526965,-0.11854469776153564,-0.059345781803131104,-0.02464454894735013,-0.10684531927108765,-0.04160201549530029,-0.05031189223601018,-0.15902531147003174,-0.039963483810424805,-0.0543689792401949,-0.1404109001159668,-0.020404577255249023,-0.042922726774946796,-0.11843597888946533,-0.016740083694458008,-0.03378596803023015
NEUTRAL,0.0,0.0,0.0,-0.010465741157531738,-0.08216482400894165,0.007650176067954817,-0.04044532775878906,-0.1631963849067688,0.004159196750379124,-0.07087993621826172,-0.2204262614250183,-0.00027569703047447547,-0.09728169441223145,-0.24093496799468994,-0.0042802728664810274,-0.06395423412322998,-0.197456955909729,-0.024817772670530758,-0.14709317684173584,-0.19363725185394287,-0.0384384398300881,-0.1335071325302124,-0.16506120562553406,-0.03950766147568174,-0.11200273036956787,-0.16037505865097046,-0.03786117629601904,-0.07650721073150635,-0.14794737100601196,-0.035194606049799404,-0.15640699863433838,-0.13848233222961426,-0.04463462577655264,-0.13965195417404175,-0.11314252018928528,-0.036234427704357586,-0.11611199378967285,-0.10919743776321411,-0.031488918228887997,-0.09148150682449341,-0.09402096271514893,-0.0439856094260449,-0.15860331058502197,-0.08581233024597168,-0.051002294286035976,-0.14114528894424438,-0.0633392333984375,-0.03546323673322149,-0.11769634485244751,-0.05902928113937378,-0.026218168898367367,-0.10689723491668701,-0.03839057683944702,-0.05188677878572889,-0.15875661373138428,-0.04051947593688965,-0.05620525823428579,-0.1404544711112976,-0.021345317363739014,-0.04434720472886511,-0.11862379312515259,-0.016701459884643555,-0.034860991402410946
NEUTRAL,0.0,0.0,0.0,-0.010016202926635742,-0.08327561616897583,0.008192646885220256,-0.03964895009994507,-0.16325494647026062,0.004831857616011348,-0.07005417346954346,-0.22003388404846191,0.00035061228896893226,-0.09560942649841309,-0.24599313735961914,-0.003845458747889552,-0.06485092639923096,-0.1977236270904541,-0.02425113356679276,-0.14643388986587524,-0.196153461933136,-0.036895325770672116,-0.1329590082168579,-0.1682416796684265,-0.0375660195854266,-0.11128431558609009,-0.16290748119354248,-0.03570048361092404,-0.07839405536651611,-0.14758920669555664,-0.03460782243877247,-0.1560489535331726,-0.1408422291278839,-0.04281461833983258,-0.13922590017318726,-0.11548903584480286,-0.03424183501869038,-0.11557036638259888,-0.11100572347640991,-0.029564177980716977,-0.0935240387916565,-0.09291154146194458,-0.04321068747907475,-0.15814530849456787,-0.08811038732528687,-0.04927059858113125,-0.1409691572189331,-0.06637567281723022,-0.033712270101602826,-0.11762595176696777,-0.061403632164001465,-0.024639355382021222,-0.10870897769927979,-0.03658485412597656,-0.05079149304896191,-0.15941548347473145,-0.0435328483581543,-0.05454162358313397,-0.14112883806228638,-0.025311410427093506,-0.042103907456692014,-0.1190064549446106,-0.019335567951202393,-0.0321704767551978
